,label,text,label_num
872,ham,"Subject: bammel pma ' s
these are revised schedules for jan , mar , & apr 2000 and the estimate
( scheduled ) volumes for may .
the prices were revised to capture texas general storage revenue ( fuel
retention ) in jan , mar , & apr . the fuel volumes are shown as a zero buy
price for the storage book .
the april also has volume true - ups due to actual metered volumes . ( schedule
6 ) . another adjustment was made in april to true up the cumulative facility
balance , ( 4 , 295 mmbtu ) .
thanks ,
kenny",0
1613,ham,"Subject: neon discussion september 20
like we talked about in our meeting in august , i am planning on ? getting
material out for discussion on the friday preceding the neon meeting . ? if it
would help you to get it sooner , let me know so we can see what would help . ?
also , if you can ' t open the attachment ( it is written in microsoft word ) ,
let me know so that we can again do whatever ' s necessary to get it to you .
?
keep me in touch with how things are going for your group ; successes ,
problems , etc . ? i ' ll be praying for your groups .
?
in him ,
?
bobby
- neon measuring success lesson 1 . doc",0
3345,ham,"Subject: http : / / 208 . 246 . 87 . 65 / info _ postings / capacity / op _ point _ index . asp
",0
963,ham,"Subject: enron actuals for june 12 , 2000
teco tap 117 . 500 / hpl iferc
texoma 20 . 000 / enron
ls hpl katy 40 . 000 / enron",0
4184,spam,"Subject: how to acquire and use an international drivers license in a different name - sunrise breadwinner
the players guide handbook is probably the most
revolutionary ebook to be offered for sale anywhere in the world . discover
the secrets your government doesn ' t want you to know .
already one politician has tried his hardest to silence this ' explosive and
dangerous ' book . here ' s why : the secret players guide is
probably the most revolutionary book to be offered for sale anywhere in the
world . discover the secrets your governments don ' t want you to know
here ' s
a sample of what ' s inside :
the quick start guide to offshore banking how to keep all your money
open anonymous merchant accounts
how to get anonymous visa and mastercard credit cards
how to set up discreet mail drops in over 100 countries
find anyone anywhererepair your credittelephone
calls for free
find out how these books can change
your life before they are banned ! ! !
if you would prefer not to recieve these messages
check here
downdraft
this ' ll transgressor proliferate pittsburgh ectopic crude propane boolean atlantica swath mailbox nervous ferment bay contravariant pinion featherweight shoal vermeil swastika burch mumble ingrate dell patty screechy boule verbal hertzog challenge stroboscopic stiletto mash bayda concrete abstracter hamal
",1
1394,ham,"Subject: august 2000 buyback worksheet
attached is a listing of august 2000 activity "" buybacks "" .",0
2148,ham,"Subject: re : swing and buybacks
the buyback for marthon - ashland will be put in today .
julie
aimee lannou 12 / 01 / 2000 08 : 16 am
to : julie meyers / hou / ect @ ect
cc :
subject : swing and buybacks
julie - do you have the current swing ad buybacks list for december ? please
let me know when you have it all together .
thanks .
aimee",0
274,ham,"Subject: global data management - gas asset support
in order to align the global data management responsibilities for contracts
and facilities with the overall operations support for brian redmond ' s asset
area , the global contracts and global facilities functions for assets have
been transferred to steve venturatos within brenda herod ' s gas assets
operations organization . all contract and facility requests for the enron
companies listed below should be directed to steve .
hpl companies
houston pipe line
mid texas pipeline
enron field services
hpl compression company
hpl resources
lrc companies
enron storage company
enron storage co . , llc
louisiana resources company
louisiana gas pipeline company limited partnership
louisiana resources pipeline company limited partnership
denver companies
fort union llc
enron midstream services powder river
lost creek
project hurricane
bridgeline holding l . p .
bridgeline gas distribution llc
bridgeline gas marketing llc
global requests for enron north america and offsystem pipelines will continue
to be handled in my area by connie sutton . responsibility for global
counterparty setups and updates remains centralized in my organization headed
by mary gosnell .
if i have missed someone in the distribution , please forward .",0
4280,spam,"Subject: get it free - ibm thinkpad computer !
",1
1986,ham,"Subject: hpl meter # 981525 texoma d / p - gsu hpl
daren :
on 1 / 5 / 99 , the above meter recorded flow 1 , 703 mmbtus . currently , this
volume is booked to the hpl strangers gas contract . logistics needs approval
to writeoff this volume to unaccounted for gas loss .
_ _ _ _ _ _ _ _ _ _ _
approval to writeoff the volumes to unaccounted for gas loss
please print , approve , and return original to me .
thanks , clem",0
2370,ham,"Subject: bob ,
i want to thank you for your response time in getting cody a draft of the
amendment for them to look at this morning . cody will be out of their
current obligation for this gas on february 11 th , i will firm this date up
here
in the next couple of days . cody has requested that we strike the gas daily
price for gas brought on any day other than the lst day of the month . this
language is mentioned in article 2 . contract price . 2 . 1 price . i have called
darren farmer on the texas desk and explained my situation to him . he
passed on to me that this is not a problem since i will know the date and
volume this package will start flowing to hplc . please e - mail a copy after
these changes for approval to be sent overnight to cody . thanks !",0
1517,ham,"Subject: inactivations
cheryl johnson
08 / 31 / 2000 11 : 14 am
to : camille gerard / corp / enron @ enron , jeremy wong / hou / ect @ ect , bob
bowen / hou / ect @ ect , debbie r brackett / hou / ect @ ect , mary g gosnell / hou / ect @ ect ,
larry joe hunter / hou / ect @ ect , kori loibl / hou / ect @ ect , tom e
moore / hou / ect @ ect , john d powell / hou / ect @ ect , brant reves / hou / ect @ ect ,
marilyn colbert / hou / ect @ ect , bill d hare / hou / ect @ ect , laurel
adams / hou / ect @ ect , peggy alix / hou / ect @ ect , amelia alland / hou / ect @ ect , lauri a
allen / hou / ect @ ect , bridgette anderson / corp / enron @ enron , beth
apollo / lon / ect @ ect , arfan aziz / lon / ect @ ect , susan bailey / hou / ect @ ect , cyndie
balfour - flanagan / corp / enron @ enron , stacey richardson / hou / ect @ ect , edward d
baughman / hou / ect @ ect , kimberlee a bennick / hou / ect @ ect , lisa berg
carver / hou / ect @ ect , anne bike / corp / enron @ enron , jennifer blay / hou / ect @ ect ,
fred boas / hou / ect @ ect , bob bowen / hou / ect @ ect , debbie r brackett / hou / ect @ ect ,
linda s bryan / hou / ect @ ect , lesli campbell / hou / ect @ ect , anthony
campos / hou / ect @ ect , sylvia a campos / hou / ect @ ect , nella
cappelletto / cal / ect @ ect , cary m carrabine / hou / ect @ ect , clem
cernosek / hou / ect @ ect , pat clynes / corp / enron @ enron , marilyn
colbert / hou / ect @ ect , brad coleman / hou / ect @ ect , donna consemiu / hou / ect @ ect ,
robert cotten / hou / ect @ ect , mike croucher / hou / ect @ ect , romeo
d ' souza / hou / ect @ ect , shonnie daniel / hou / ect @ ect , frank l davis / hou / ect @ ect ,
cheryl dawes / cal / ect @ ect , jennifer deboisblanc denny / hou / ect @ ect , rhonda l
denton / hou / ect @ ect , russell diamond / hou / ect @ ect , stacy e dickson / hou / ect @ ect ,
bradley diebner / hou / ect @ ect , michael eiben / hou / ect @ ect , susan
elledge / na / enron @ enron , faye ellis / hou / ect @ ect , diane ellstrom / hou / ect @ ect ,
veronica espinoza / corp / enron @ enron , enron europe global contracts and
facilities , enron europe global counterparty , daren j farmer / hou / ect @ ect ,
jacquelyn farriel / gpgfin / enron @ enron , genia fitzgerald / hou / ect @ ect , irene
flynn / hou / ect @ ect , shawna flynn / hou / ect @ ect , susan flynn / hou / ect @ ect , hoong p
foon / hou / ect @ ect , rebecca ford / hou / ect @ ect , imelda frayre / hou / ect @ ect ,
randall l gay / hou / ect @ ect , scotty gilbert / tor / ect @ ect , lisa
gillette / hou / ect @ ect , carolyn gilley / hou / ect @ ect , winston
goodbody / hou / ect @ ect , amita gosalia / lon / ect @ ect , mary g gosnell / hou / ect @ ect ,
melissa graves / hou / ect @ ect , andrea r guillen / hou / ect @ ect , david
hardy / lon / ect @ ect , bill d hare / hou / ect @ ect , kenneth m harmon / hou / ect @ ect ,
tony harris / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , elizabeth l
hernandez / hou / ect @ ect , brenda f herod / hou / ect @ ect , marlene
hilliard / hou / ect @ ect , liz hillman / corp / enron @ enron , nathan l
hlavaty / hou / ect @ ect , corey hobbs / corp / enron @ enron , jim homco / hou / ect @ ect ,
cindy horn / hou / ect @ ect , larry joe hunter / hou / ect @ ect , rahil
jafry / hou / ect @ ect , tana jones / hou / ect @ ect , katherine l kelly / hou / ect @ ect ,
nanette kettler / hou / ect @ ect , cheryl dudley / hou / ect @ ect , bob
klein / hou / ect @ ect , troy klussmann / hou / ect @ ect , victor lamadrid / hou / ect @ ect ,
karen lambert / hou / ect @ ect , gary w lamphier / hou / ect @ ect , kristian j
lande / hou / ect @ ect , elsie lew / hou / ect @ ect , andrew h lewis / hou / ect @ ect , jim
little / hou / ect @ ect , kori loibl / hou / ect @ ect , melba lozano / hou / ect @ ect , scott f
lytle / hou / ect @ ect , hillary mack / corp / enron @ enron , richard c
mckeel / hou / ect @ ect , chris mendoza / hou / ect @ ect , nidia mendoza / hou / ect @ ect ,
carey m metz / hou / ect @ ect , julie meyers / hou / ect @ ect , richard a
miley / hou / ect @ ect , bruce mills / corp / enron @ enron , scott mills / hou / ect @ ect ,
glenda d mitchell / hou / ect @ ect , patrice l mims / hou / ect @ ect , jason
moore / hou / ect @ ect , torrey moorer / hou / ect @ ect , jackie morgan / hou / ect @ ect ,
michael w morris / hou / ect @ ect , matt motsinger / hou / ect @ ect , gary
nelson / hou / ect @ ect , dale neuner / hou / ect @ ect , tracy ngo / hou / ect @ ect , debbie
nicholls / lon / ect @ ect , john l nowlan / hou / ect @ ect , frank
ortiz / epsc / hou / ect @ ect , b scott palmer / hou / ect @ ect , anita k
patton / hou / ect @ ect , regina perkins / hou / ect @ ect , debra
perlingiere / hou / ect @ ect , richard pinion / hou / ect @ ect , sylvia s
pollan / hou / ect @ ect , brent a price / hou / ect @ ect , cyril price / hou / ect @ ect , joan
quick / hou / ect @ ect , dutch quigley / hou / ect @ ect , leslie reeves / hou / ect @ ect ,
donald p reinhardt / hou / ect @ ect , brant reves / hou / ect @ ect , suzy
robey / hou / ect @ ect , bernice rodriguez / hou / ect @ ect , carlos j
rodriguez / hou / ect @ ect , sam round / hou / ect @ ect , marilyn m schoppe / hou / ect @ ect ,
samuel schott / hou / ect @ ect , brad schneider / corp / enron @ enron , dianne
seib / cal / ect @ ect , cris sherman / hou / ect @ ect , john sherriff / lon / ect @ ect , james
shirley / hou / ees @ ees , lynn e shivers / hou / ect @ ect , michele small / lon / ect @ ect ,
mary m smith / hou / ect @ ect , susan smith / hou / ect @ ect , mary
solmonson / hou / ect @ ect , jefferson d sorenson / hou / ect @ ect , carrie
southard / hou / ect @ ect , mechelle stevens / hou / ect @ ect , willie
stewart / hou / ect @ ect , geoff storey / hou / ect @ ect , colleen sullivan / hou / ect @ ect ,
john suttle / hou / ect @ ect , connie sutton / hou / ect @ ect , tara
sweitzer / hou / ect @ ect , dianne j swiber / hou / ect @ ect , neal symms / hou / ect @ ect ,
vance l taylor / hou / ect @ ect , edward terry / hou / ect @ ect , kim s
theriot / hou / ect @ ect , sheri thomas / hou / ect @ ect , veronica
thompson / gpgfin / enron @ enron , mark d thorne / hou / ect @ ect , philippe
travis / lon / ect @ ect , susan d trevino / hou / ect @ ect , laura
vargas / corp / enron @ enron , claire viejou / lon / ect @ ect , elsa
villarreal / hou / ect @ ect , robert walker / hou / ect @ ect , george
weissman / hou / ect @ ect , chris wiebe / cal / ect @ ect , sony wilson / hou / ect @ ect ,
o ' neal d winfree / hou / ect @ ect , christa winfrey / hou / ect @ ect , rita
wynne / hou / ect @ ect
cc :
subject : inactivations
reminder :
records on the august 2000 name change / merger notification report will be
inactivated tomorrow afternoon 9 / 01 .",0
